last_name,amount,prob
ROJ,615,3.5784114611107844e-05
STOLIŃSKA,615,3.5784114611107844e-05
ZAIETS,615,3.5784114611107844e-05
FORNALSKA,614,3.572592905889466e-05
GRAJKOWSKA,614,3.572592905889466e-05
JAKÓBOWSKA,614,3.572592905889466e-05
KARŁOWICZ,614,3.572592905889466e-05
KAZIOR,614,3.572592905889466e-05
KRZYWIŃSKA,614,3.572592905889466e-05
KUBAŃSKA,614,3.572592905889466e-05
LUCHOWSKA,614,3.572592905889466e-05
OCHOCIŃSKA,614,3.572592905889466e-05
PISKOR,614,3.572592905889466e-05
RADZIO,614,3.572592905889466e-05
SZAJEWSKA,614,3.572592905889466e-05
ALBIN,613,3.566774350668148e-05
FROST,613,3.566774350668148e-05
GORGOL,613,3.566774350668148e-05
JASKÓŁA,613,3.566774350668148e-05
NESTOROWICZ,613,3.566774350668148e-05
OLEARCZYK,613,3.566774350668148e-05
OSMAN,613,3.566774350668148e-05
PEŁCZYŃSKA,613,3.566774350668148e-05
POŁOM,613,3.566774350668148e-05
WITOŃ,613,3.566774350668148e-05
BEKUS,612,3.560955795446829e-05
CYBUL,612,3.560955795446829e-05
CZESAK,612,3.560955795446829e-05
DĄBROWICZ,612,3.560955795446829e-05
ERDMANN,612,3.560955795446829e-05
GRONKOWSKA,612,3.560955795446829e-05
KŁOCZKO,612,3.560955795446829e-05
KREKORA,612,3.560955795446829e-05
LESZCZUK,612,3.560955795446829e-05
MAKSIMOWICZ,612,3.560955795446829e-05
MŁYNARZ,612,3.560955795446829e-05
PISZCZATOWSKA,612,3.560955795446829e-05
PODESZWA,612,3.560955795446829e-05
REDZIMSKA,612,3.560955795446829e-05
STRUŻYŃSKA,612,3.560955795446829e-05
TROĆ,612,3.560955795446829e-05
ALEKSANDRZAK,611,3.555137240225511e-05
BURDZIŃSKA,611,3.555137240225511e-05
CZERKAWSKA,611,3.555137240225511e-05
FOLTYŃSKA,611,3.555137240225511e-05
GULA,611,3.555137240225511e-05
KACPRZYCKA,611,3.555137240225511e-05
RAJDA,611,3.555137240225511e-05
STĘPAK,611,3.555137240225511e-05
ŚWIADEK,611,3.555137240225511e-05
WOJSA,611,3.555137240225511e-05
DARUL,610,3.549318685004192e-05
FEDYK,610,3.549318685004192e-05
KLAUS,610,3.549318685004192e-05
PIWIŃSKA,610,3.549318685004192e-05
SPOREK,610,3.549318685004192e-05
BUDZOWSKA,609,3.543500129782874e-05
BURZAWA,609,3.543500129782874e-05
FELISIAK,609,3.543500129782874e-05
IMIELSKA,609,3.543500129782874e-05
JONIK,609,3.543500129782874e-05
KOLONKO,609,3.543500129782874e-05
PYSZKA,609,3.543500129782874e-05
SKUPIN,609,3.543500129782874e-05
WAWRZASZEK,609,3.543500129782874e-05
ZACHAREWICZ,609,3.543500129782874e-05
ZIMMERMANN,609,3.543500129782874e-05
BAUMGART,608,3.5376815745615555e-05
KOŁACZYK,608,3.5376815745615555e-05
KOŁOMAŃSKA,608,3.5376815745615555e-05
KRYSZKIEWICZ,608,3.5376815745615555e-05
KUCHARZ,608,3.5376815745615555e-05
MOREK,608,3.5376815745615555e-05
NIEMCZUK,608,3.5376815745615555e-05
OSIAL,608,3.5376815745615555e-05
PASTUCHA,608,3.5376815745615555e-05
PESZKO,608,3.5376815745615555e-05
PROCH,608,3.5376815745615555e-05
REĆKO,608,3.5376815745615555e-05
SKĄPSKA,608,3.5376815745615555e-05
SZULBORSKA,608,3.5376815745615555e-05
SZYNDLER,608,3.5376815745615555e-05
WOJTAROWICZ,608,3.5376815745615555e-05
ZIELKE,608,3.5376815745615555e-05
BARANOVA,607,3.5318630193402375e-05
BARTOŚ,607,3.5318630193402375e-05
GRZENIA,607,3.5318630193402375e-05
KALKA,607,3.5318630193402375e-05
ŁOBACZ,607,3.5318630193402375e-05
MALSKA,607,3.5318630193402375e-05
PUŁA,607,3.5318630193402375e-05
RUBIN,607,3.5318630193402375e-05
SZYGUŁA,607,3.5318630193402375e-05
ALEKSANDER,606,3.5260444641189195e-05
BOBROWICZ,606,3.5260444641189195e-05
GOGÓŁ,606,3.5260444641189195e-05
KLEINA,606,3.5260444641189195e-05
ORSZULIK,606,3.5260444641189195e-05
ROSICKA,606,3.5260444641189195e-05
SZLUFIK,606,3.5260444641189195e-05
WOŚKO,606,3.5260444641189195e-05
ŻURKOWSKA,606,3.5260444641189195e-05
CHAIKA,605,3.520225908897601e-05
ĆWIERZ,605,3.520225908897601e-05
DŁUGAJCZYK,605,3.520225908897601e-05
DYCHA,605,3.520225908897601e-05
FORMA,605,3.520225908897601e-05
FRĄCZKIEWICZ,605,3.520225908897601e-05
GRZEBYK,605,3.520225908897601e-05
ŁUSZCZEWSKA,605,3.520225908897601e-05
MAJORCZYK,605,3.520225908897601e-05
STRZODA,605,3.520225908897601e-05
SZUBIŃSKA,605,3.520225908897601e-05
WOJTASIŃSKA,605,3.520225908897601e-05
CIUBA,604,3.514407353676283e-05
DROBOT,604,3.514407353676283e-05
DRUŻYŃSKA,604,3.514407353676283e-05
KACZKA,604,3.514407353676283e-05
KAPKA,604,3.514407353676283e-05
LATEK,604,3.514407353676283e-05
MALCHAREK,604,3.514407353676283e-05
MYRONENKO,604,3.514407353676283e-05
PIERŚCIŃSKA,604,3.514407353676283e-05
PLEŚNIAK,604,3.514407353676283e-05
PORTKA,604,3.514407353676283e-05
RUDZIK,604,3.514407353676283e-05
SAPETA,604,3.514407353676283e-05
AVRAMENKO,603,3.508588798454964e-05
DYLONG,603,3.508588798454964e-05
MACIEJKO,603,3.508588798454964e-05
MACIEJSKA,603,3.508588798454964e-05
MAJNUSZ,603,3.508588798454964e-05
MARGAS,603,3.508588798454964e-05
OKRASKA,603,3.508588798454964e-05
PRONOBIS,603,3.508588798454964e-05
STACHELEK,603,3.508588798454964e-05
SUROWIECKA,603,3.508588798454964e-05
SZCZESIAK,603,3.508588798454964e-05
ZIĘTAL,603,3.508588798454964e-05
BOBEL,602,3.502770243233646e-05
